10,9,0.228151213
10,7,0.228145878
10,8,0.226818764
10,5,0.225478315
17,1,0.222666667
17,6,0.222147647
17,5,0.221469866
10,1,0.221333333
15,5,0.220805426
13,6,0.220145871
10,6,0.218816986
13,5,0.218805869
10,4,0.21747298
16,1,0.217333333
19,1,0.217333333
16,6,0.216807643
14,9,0.216141868
32,1,0.216
17,7,0.215481432
17,8,0.215476988
13,9,0.215476984
13,8,0.215476098
16,9,0.215474316
18,5,0.215471202
11,1,0.215333333
13,7,0.214146764
29,9,0.214138759
21,1,0.214
38,1,0.214
13,1,0.213333333
33,7,0.212802756
14,8,0.212802315
25,1,0.212666667
38,6,0.212136977
16,8,0.21147343
18,9,0.211469424
11,5,0.211468981
35,9,0.211468535
16,5,0.21146453
23,1,0.211333333
27,1,0.211333333
36,1,0.211333333
12,8,0.210805871
21,7,0.210805869
12,6,0.210804531
28,6,0.21080187
37,1,0.210666667
16,7,0.210144538
11,2,0.210143556
33,9,0.210139206
30,7,0.210134759
35,1,0.21
17,9,0.209476985
28,7,0.209473868
14,6,0.209472979
32,9,0.209472092
15,3,0.209472091
19,6,0.209472091
10,3,0.209469876
36,6,0.209469866
14,5,0.209468087
22,1,0.209333333
39,1,0.209333333
33,8,0.208808535
12,7,0.208807203
19,9,0.208804536
21,6,0.208804092
13,4,0.208803202
35,6,0.208801868
32,6,0.208801865
34,5,0.208800974
28,1,0.208666667
15,4,0.208139648
29,8,0.208138312
32,8,0.208137426
15,2,0.208136889
19,5,0.208136535
31,5,0.208136086
30,5,0.208132977
14,1,0.208
30,1,0.208
18,6,0.207476981
37,9,0.207470756
29,7,0.207468088
37,6,0.207465866
33,1,0.207333333
11,3,0.206806762
19,7,0.206806315
19,8,0.206804538
15,9,0.206802758
28,4,0.206802311
18,4,0.206802309
24,6,0.206801421
20,6,0.206801421
21,4,0.206800533
12,5,0.206796082
15,6,0.206147204
12,9,0.206140537
32,7,0.206139201
21,5,0.206137867
15,7,0.206137431
11,9,0.206136534
25,7,0.206135203
26,5,0.206135196
30,9,0.206134316
37,8,0.206134314
38,9,0.206133868
26,8,0.206132978
25,5,0.206131199
31,6,0.205472091
31,9,0.205468534
38,5,0.205464976
27,5,0.205464086
22,8,0.205462312
15,1,0.205333333
18,1,0.205333333
20,1,0.205333333
29,1,0.205333333
10,2,0.204814222
16,2,0.204811556
21,8,0.204807204
22,9,0.204803642
19,4,0.204803199
13,3,0.204802761
27,8,0.204802311
11,8,0.204801423
17,4,0.204798756
36,5,0.204798755
19,3,0.204798319
39,9,0.204794754
26,1,0.204666667
38,2,0.204142667
13,2,0.204142222
18,7,0.204138318
15,8,0.204137425
27,9,0.204136535
18,8,0.204136092
23,9,0.204134312
33,6,0.204133864
31,4,0.204128975
38,7,0.203474758
14,7,0.203472982
36,7,0.20347298
39,2,0.203472889
35,7,0.203472535
34,6,0.203472534
11,4,0.203471205
26,9,0.203470755
28,3,0.203466759
27,7,0.203466758
18,3,0.203462758
24,1,0.203333333
31,1,0.203333333
34,1,0.203333333
11,6,0.202807646
28,8,0.202806316
28,5,0.202804535
25,6,0.202804087
35,8,0.202802315
28,9,0.202801871
31,8,0.202801425
35,5,0.202801421
22,6,0.202800535
22,4,0.202798309
32,5,0.202797417
26,4,0.202793862
32,2,0.202144
30,6,0.202138755
24,7,0.202137868
25,8,0.202137423
31,7,0.202136981
11,7,0.202135205
25,9,0.202134758
24,9,0.202133868
29,6,0.202132089
35,4,0.202131643
24,5,0.20213164
20,5,0.202131639
14,4,0.202131196
25,2,0.201475111
23,2,0.201474222
30,8,0.201473423
37,7,0.201471644
21,9,0.201469871
23,8,0.201467644
39,4,0.201465868
23,7,0.201465866
34,4,0.201461421
17,2,0.200815111
20,2,0.200803556
38,8,0.200802317
36,8,0.200802315
22,5,0.200801866
24,8,0.200801425
29,4,0.200799195
21,3,0.200798762
33,5,0.200796529
27,2,0.200140889
28,2,0.200139111
20,7,0.200137868
27,6,0.200136976
36,2,0.199474222
26,6,0.199470757
36,3,0.199466316
26,7,0.199466314
23,5,0.199466309
30,4,0.199465421
23,4,0.19946409
37,4,0.199459638
39,3,0.198802315
23,6,0.198799644
37,5,0.19879964
29,3,0.19879298
21,2,0.198142667
30,2,0.198138667
17,3,0.198133877
36,9,0.198133868
29,5,0.198133866
36,4,0.198132978
30,3,0.198132092
20,9,0.1981312
19,2,0.197478222
35,3,0.197464093
38,4,0.197464091
22,3,0.197463204
24,4,0.197459638
20,4,0.197458311
33,2,0.196804889
25,3,0.196800983
39,5,0.196800977
20,8,0.196800092
25,4,0.196797867
16,4,0.196795647
34,8,0.196795646
14,3,0.196794315
35,2,0.19614
38,3,0.196136095
34,2,0.196135556
23,3,0.196134316
27,4,0.196128533
32,4,0.196124979
39,6,0.195464534
34,9,0.19546453
39,7,0.195463643
22,2,0.194806222
33,4,0.194792976
12,1,0.194666667
18,2,0.194136889
31,2,0.194135556
12,4,0.194123635
16,3,0.193469874
34,7,0.193468982
22,7,0.193468534
31,3,0.193462757
27,3,0.192800094
34,3,0.192130757
39,8,0.192130309
14,2,0.191472
26,3,0.190793424
26,2,0.190136444
29,2,0.189470222
33,3,0.189464537
37,3,0.189456983
24,3,0.189456979
32,3,0.187468096
20,3,0.187467202
37,2,0.185473778
24,2,0.185468889
12,3,0.185452531
12,2,0.178796444
